click,intFeature1,intFeature2,intFeature3,intFeature4,catFeature5,catFeature6
0,-0.5064624114821106,-1.2072044937875812,-0.37664099210799884,-0.19691378339083973,25c83c98,NA_Bucket
1,-0.5064624114821106,-1.2072044937875812,-0.852385002891476,-0.808690496702659,25c83c98,fbad5c96
0,0.38044728201922134,-0.8792259093197071,-1.4416475413188234,-0.808690496702659,25c83c98,7e0ccccf
0,-1.3933721049834424,-0.6873707363663946,-1.0969510532590658,0.3659735546106383,43b19349,NA_Bucket
0,0.38044728201922134,-0.4456618039902366,1.0155330500827344,1.948939259470259,4cf72387,7e0ccccf
1,-1.3933721049834424,-0.03141356743064648,0.8317161330745142,-1.2942849924765598,25c83c98,7e0ccccf
0,-1.3933721049834424,0.23338155706897726,0.007603377367870655,-1.2942849924765598,25c83c98,7e0ccccf
0,-0.5064624114821106,0.25539357602435997,-0.07342229807972099,0.20605323600656728,25c83c98,NA_Bucket
0,0.38044728201922134,0.6145816950866841,0.21262154631934865,0.851568050384539,25c83c98,7e0ccccf
0,0.38044728201922134,0.7221764464718937,0.21262154631934865,0.20605323600656728,25c83c98,fe6b92e5
1,0.38044728201922134,-1.2072044937875812,-1.4416475413188234,-0.808690496702659,25c83c98,fbad5c96
0,0.38044728201922134,-1.2072044937875812,-0.5076885148317183,0.20605323600656728,25c83c98,NA_Bucket
0,-1.3933721049834424,-0.6873707363663946,-1.4416475413188234,-1.2942849924765598,25c83c98,7e0ccccf
0,3.5055285364987006,-0.6873707363663946,-0.5076885148317183,-0.4641557189329606,4cf72387,NA_Bucket
0,-0.5064624114821106,0.006460486877033026,0.08157402359562935,0.3659735546106383,25c83c98,7e0ccccf
1,-0.5064624114821106,0.006460486877033026,0.5573180343791064,0.20605323600656728,43b19349,7e0ccccf
0,0.38044728201922134,0.6624176558127812,-1.4416475413188234,-1.2942849924765598,25c83c98,fbad5c96
1,0.38044728201922134,0.7606670130196629,0.8317161330745142,-2.1244142660201586,4cf72387,7e0ccccf
